COD,Município,CV_BCG,CV_HEPatite_B,CV_HIB,CV_DPT,CV_POLIO,CV_Pneumo,CV_MncC,CV_SCR1,CV_SCR2,CV_VARICELA,CV_HEPatite_A
251398,251398 São Francisco,48.89,80.00,80.00,80.00,71.11,93.33,91.11,136.59,114.63,146.34,82.93
251400,251400 São João do Cariri,11.54,55.77,55.77,55.77,59.62,53.85,51.92,72.00,44.00,68.00,58.00
251410,251410 São João do Tigre,15.52,36.21,36.21,36.21,65.52,74.14,67.24,57.75,47.89,53.52,63.38
251420,251420 São José da Lagoa Tapada,45.88,84.71,84.71,84.71,88.24,96.47,91.76,76.47,102.94,123.53,100.00
251430,251430 São José de Caiana,65.28,126.39,126.39,126.39,115.28,111.11,108.33,118.99,91.14,105.06,105.06
251440,251440 São José de Espinharas,0.00,120.93,120.93,120.93,111.63,123.26,118.60,121.43,107.14,104.76,109.52
251445,251445 São José dos Ramos,22.22,52.53,52.53,52.53,54.55,52.53,59.60,65.96,41.49,69.15,71.28
251450,251450 São José de Piranhas,0.00,96.84,96.84,96.84,94.47,104.74,104.74,104.60,94.64,89.27,97.32
251455,251455 São José de Princesa,11.63,76.74,76.74,76.74,74.42,111.63,93.02,100.00,23.08,65.38,65.38
251460,251460 São José do Bonfim,2.74,87.67,87.67,87.67,83.56,86.30,86.30,76.00,64.00,62.00,82.00
251465,251465 São José do Brejo do Cruz,0.00,76.00,76.00,76.00,72.00,84.00,84.00,109.09,40.91,100.00,100.00
251470,251470 São José do Sabugi,0.00,102.33,102.33,102.33,104.65,104.65,86.05,147.62,80.95,171.43,121.43
251480,251480 São José dos Cordeiros,0.00,115.38,115.38,115.38,135.90,125.64,117.95,128.95,23.68,92.11,89.47
251490,251490 São Mamede,11.54,94.23,94.23,94.23,90.38,89.42,90.38,91.92,48.48,79.80,94.95
251500,251500 São Miguel de Taipu,15.38,88.03,88.03,88.03,80.34,81.20,90.60,78.38,63.06,65.77,70.27
251510,251510 São Sebastião de Lagoa de Roça,8.73,97.62,97.62,97.62,89.68,105.56,99.21,66.05,73.46,79.01,80.86
251520,251520 São Sebastião do Umbuzeiro,67.44,100.00,100.00,100.00,76.74,83.72,69.77,129.55,2.27,115.91,111.36
251530,251530 Sapé,26.43,27.83,28.00,27.83,81.04,97.74,91.83,90.97,17.42,65.16,81.13
251540,251540 São Vicente do Seridó,84.66,92.05,92.05,92.61,98.86,105.11,100.57,133.92,120.47,105.85,117.54
251550,251550 Serra Branca,42.86,65.87,65.87,65.87,68.25,80.16,66.67,65.43,33.33,59.26,51.23
251560,251560 Serra da Raiz,33.96,98.11,98.11,98.11,94.34,107.55,100.00,112.50,56.25,121.88,125.00
251570,251570 Serra Grande,96.08,92.16,92.16,92.16,101.96,115.69,101.96,111.76,94.12,101.96,109.80
251580,251580 Serra Redonda,38.27,58.02,58.02,58.02,58.02,82.72,59.26,62.11,33.68,24.21,52.63
251590,251590 Serraria,33.93,121.43,121.43,126.79,128.57,141.07,137.50,98.08,101.92,132.69,103.85
251593,251593 Sertãozinho,3.28,111.48,111.48,111.48,109.84,114.75,113.11,129.82,107.02,205.26,112.28
251597,251597 Sobrado,45.24,99.21,95.24,99.21,100.79,114.29,117.46,150.74,86.76,94.85,108.82
251600,251600 Solânea,44.50,62.92,62.92,62.92,61.89,70.84,68.03,62.41,41.10,57.64,64.66
251610,251610 Soledade,26.83,87.32,87.32,87.32,83.90,99.02,93.66,97.85,18.82,77.96,83.33
251615,251615 Sossêgo,0.00,93.22,93.22,93.22,84.75,89.83,89.83,106.98,97.67,97.67,97.67
251620,251620 Sousa,0.00,52.11,52.11,52.64,49.58,58.35,55.60,55.86,37.86,46.71,40.12
251630,251630 Sumé,42.16,85.78,86.27,86.76,82.35,72.06,72.06,73.96,5.90,53.47,52.43
251640,251640 Tacima,38.83,67.96,67.96,67.96,68.93,93.20,74.76,78.49,64.52,61.29,74.19
251650,251650 Taperoá,26.89,43.40,43.40,43.87,37.74,44.34,44.34,59.50,33.50,40.00,50.00
251660,251660 Tavares,32.32,104.88,104.88,105.49,92.07,100.00,102.44,108.81,89.31,114.47,114.47
251670,251670 Teixeira,6.36,87.27,87.27,87.27,94.09,100.45,98.18,100.42,76.27,85.59,89.41
251675,251675 Tenório,31.71,51.22,51.22,51.22,48.78,60.98,70.73,65.79,2.63,34.21,47.37
251680,251680 Triunfo,0.00,102.13,102.13,102.13,97.87,93.62,95.74,83.19,77.88,84.96,69.03
251690,251690 Uiraúna,1.60,93.09,93.09,93.09,91.49,121.81,101.60,148.43,106.29,137.11,121.38
251700,251700 Umbuzeiro,41.91,94.85,94.85,94.85,91.18,97.06,91.91,124.32,81.98,160.36,127.03
251710,251710 Várzea,0.00,77.78,77.78,77.78,77.78,85.19,85.19,94.44,88.89,144.44,122.22
251720,251720 Vieirópolis,0.00,70.00,70.00,70.00,65.00,70.00,60.00,78.00,38.00,80.00,62.00
251740,251740 Zabelê,70.59,141.18,141.18,141.18,147.06,117.65,126.47,152.94,144.12,147.06,132.35
260005,260005 Abreu e Lima,12.08,54.53,54.38,54.45,53.68,62.28,55.00,59.57,32.84,48.70,53.16
260010,260010 Afogados da Ingazeira,409.20,85.39,85.39,85.39,80.62,88.34,81.44,97.25,39.76,91.22,87.78
260020,260020 Afrânio,66.40,97.23,97.23,97.23,92.89,102.77,92.09,102.86,35.92,97.14,94.29
260030,260030 Agrestina,52.60,62.14,62.14,62.14,62.14,73.70,66.18,73.35,38.87,66.77,73.04
260040,260040 Água Preta,11.65,63.80,63.54,63.80,57.22,61.27,62.28,67.46,26.37,51.54,44.18
260050,260050 Águas Belas,18.70,62.00,62.15,62.15,93.52,101.47,89.99,90.61,59.92,78.57,85.32
260060,260060 Alagoinha,40.09,90.75,90.75,90.75,90.75,96.48,91.19,125.95,95.14,100.00,106.49
260070,260070 Aliança,9.84,92.57,92.57,92.57,91.57,94.38,91.37,88.69,73.10,86.35,86.74
260080,260080 Altinho,43.56,88.26,88.26,88.64,81.06,87.50,84.47,78.78,84.49,106.94,90.61
260090,260090 Amaraji,27.57,91.91,91.91,93.01,87.50,85.29,85.29,87.64,54.83,77.61,92.66
260100,260100 Angelim,11.68,78.10,77.37,78.10,92.70,84.67,83.21,109.22,94.33,92.91,94.33
260105,260105 Araçoiaba,15.97,76.39,76.39,76.39,82.99,85.76,81.60,86.82,46.95,77.81,81.99
260110,260110 Araripina,138.38,61.42,61.42,61.42,88.32,97.69,91.59,86.37,58.99,79.28,83.26
260120,260120 Arcoverde,203.71,95.78,95.87,96.04,91.32,96.88,94.69,100.34,56.91,91.67,93.82
260130,260130 Barra de Guabiraba,26.71,81.37,81.37,81.37,97.52,86.34,88.82,105.15,36.60,78.87,78.87
260140,260140 Barreiros,25.67,80.00,80.00,80.00,76.38,89.29,82.68,80.80,68.66,68.82,78.03
260150,260150 Belém de Maria,18.67,78.00,78.00,78.00,76.67,82.67,82.67,108.67,60.00,79.33,57.33
260160,260160 Belém do São Francisco,14.81,80.47,80.47,80.47,78.79,87.21,86.53,77.74,45.85,76.08,73.42
260170,260170 Belo Jardim,52.01,66.73,66.73,66.81,76.18,86.69,76.62,81.43,60.39,70.09,68.86
260180,260180 Betânia,13.48,101.12,101.12,101.12,97.19,121.91,106.74,102.68,102.01,104.03,97.99
260190,260190 Bezerros,43.32,72.66,72.66,72.66,71.66,83.40,77.03,88.24,66.27,72.16,74.38
260200,260200 Bodocó,18.80,62.03,61.84,61.84,72.18,84.96,81.02,82.75,40.98,78.63,77.25
260210,260210 Bom Conselho,40.09,50.12,50.12,50.35,68.07,78.32,76.69,89.90,58.37,73.15,73.40
260220,260220 Bom Jardim,30.19,81.97,81.97,81.97,82.18,89.94,87.42,104.45,80.62,86.19,85.97
260230,260230 Bonito,50.25,88.98,88.98,89.15,90.65,94.66,93.49,89.51,68.36,75.80,78.00
260240,260240 Brejão,7.47,116.67,116.67,116.67,106.90,106.32,111.49,106.51,93.49,110.06,107.69
260250,260250 Brejinho,31.37,115.69,115.69,115.69,100.00,101.96,100.00,101.80,90.09,99.10,98.20
260260,260260 Brejo da Madre de Deus,61.77,55.10,55.10,55.10,98.10,104.49,103.81,104.44,80.65,84.14,75.81
260270,260270 Buenos Aires,6.74,52.81,52.81,52.81,82.02,87.64,93.26,99.46,64.52,83.33,95.16
260280,260280 Buíque,54.32,95.86,95.86,95.86,96.71,100.85,98.90,99.40,84.15,101.67,105.13
260290,260290 Cabo de Santo Agostinho,31.48,34.99,34.99,35.40,36.96,40.01,37.41,39.03,26.00,32.24,29.75
260300,260300 Cabrobó,63.85,120.56,121.21,121.43,116.88,117.97,104.98,108.28,79.29,103.16,103.75
260310,260310 Cachoeirinha,17.22,71.43,71.43,71.79,103.30,94.14,111.36,92.56,70.87,79.29,76.38
260320,260320 Caetés,56.35,108.47,108.47,108.47,93.39,92.86,98.15,84.10,78.11,76.73,70.51
260330,260330 Calçado,3.28,102.46,102.46,102.46,104.10,106.56,103.28,98.45,58.14,82.95,93.80
260340,260340 Calumbi,0.00,101.45,101.45,101.45,97.10,111.59,102.90,106.49,76.62,87.01,92.21
260345,260345 Camaragibe,16.51,45.62,45.49,45.71,44.63,43.31,47.53,49.39,33.73,36.90,36.14
260350,260350 Camocim de São Félix,50.67,113.45,113.45,113.45,107.17,113.00,114.35,104.45,74.90,92.31,92.71
260360,260360 Camutanga,35.48,115.05,115.05,115.05,112.90,122.58,125.81,110.92,90.76,84.03,93.28
260370,260370 Canhotinho,65.59,69.41,69.41,69.41,67.35,76.76,77.35,53.68,54.91,59.82,59.51
260380,260380 Capoeiras,24.91,64.85,64.85,64.85,92.49,96.25,96.59,103.69,47.60,109.23,102.58
260390,260390 Carnaíba,15.11,100.72,101.08,101.08,102.16,93.17,97.48,81.75,61.75,76.14,59.30
260392,260392 Carnaubeira da Penha,19.84,68.25,68.25,68.25,63.49,69.05,63.49,69.26,56.97,59.84,59.43
260400,260400 Carpina,20.70,93.03,93.03,93.13,93.43,95.32,93.13,97.91,70.31,89.18,91.26
260410,260410 Caruaru,116.65,93.13,93.18,93.21,92.39,100.68,96.48,96.74,72.83,89.49,91.80
260415,260415 Casinhas,37.43,70.59,70.05,70.05,78.61,81.28,85.03,90.86,58.29,68.00,85.71
260420,260420 Catende,6.65,71.46,71.46,71.46,69.96,75.97,73.18,62.58,53.17,56.24,60.39
260430,260430 Cedro,2.88,112.95,113.67,113.67,115.11,110.07,111.51,105.63,77.50,110.63,105.00
260440,260440 Chã de Alegria,32.84,96.02,96.02,96.02,108.96,120.90,122.39,61.98,95.87,79.34,82.64
260450,260450 Chã Grande,23.05,74.58,74.58,74.92,67.80,71.86,71.53,70.43,23.92,64.45,62.46
260460,260460 Condado,14.62,83.63,83.63,83.63,81.29,94.44,91.23,89.07,46.45,76.23,89.89
260470,260470 Correntes,0.00,39.51,39.02,39.02,40.49,40.98,37.56,27.10,30.84,37.85,26.17
260480,260480 Cortês,45.58,64.63,64.63,67.35,61.22,61.22,61.90,61.39,47.47,37.34,72.15
260490,260490 Cumaru,26.45,130.32,130.32,130.32,112.90,121.29,120.00,120.56,103.33,111.67,106.67
260500,260500 Cupira,47.66,95.87,95.87,96.14,93.39,99.45,96.97,124.04,84.29,103.53,102.24
260510,260510 Custódia,69.41,93.31,93.31,93.31,90.63,101.72,93.12,114.25,101.75,113.38,115.79
260515,260515 Dormentes,65.77,113.85,113.85,113.85,95.77,103.46,101.15,104.86,74.90,93.52,96.76
260520,260520 Escada,17.31,32.63,32.63,32.63,32.63,37.95,38.44,36.86,34.07,28.02,27.09
260530,260530 Exu,14.81,79.50,79.50,79.50,107.29,117.31,110.02,108.76,88.45,100.80,102.39
260540,260540 Feira Nova,27.10,87.54,87.54,87.54,88.47,96.57,90.34,98.38,76.05,90.29,86.73
260545,260545 Fernando de Noronha,0.00,109.09,109.09,109.09,109.09,93.94,103.03,167.74,3.23,106.45,112.90
260550,260550 Ferreiros,24.39,131.71,131.71,131.71,131.71,128.46,130.08,107.53,54.11,100.00,112.33
260560,260560 Flores,18.49,117.74,117.74,117.74,117.74,123.40,118.87,113.16,73.68,91.35,89.85
260570,260570 Floresta,72.56,73.78,73.78,73.98,70.12,83.54,74.19,72.14,58.84,62.16,63.62
260580,260580 Frei Miguelinho,25.23,131.53,131.53,131.53,126.13,117.12,125.23,114.84,56.13,85.81,87.74
260590,260590 Gameleira,30.18,97.19,97.19,97.19,90.88,92.63,97.89,89.69,85.11,90.46,75.57
260600,260600 Garanhuns,183.17,66.89,66.85,66.89,68.81,72.59,67.76,76.68,36.37,67.71,59.60
260610,260610 Glória do Goitá,43.72,81.94,81.94,82.46,95.29,102.09,99.74,107.00,87.96,90.48,103.64
260620,260620 Goiana,74.72,79.00,78.74,78.83,80.75,87.75,86.00,92.06,55.43,84.47,86.67
260630,260630 Granito,13.89,76.85,76.85,76.85,108.33,108.33,96.30,109.26,46.30,95.37,103.70
260640,260640 Gravatá,30.70,91.07,91.07,91.17,89.94,94.97,93.94,97.07,59.91,75.38,75.73
260650,260650 Iati,41.82,81.82,81.82,81.82,78.18,76.97,83.64,89.85,84.59,94.74,90.23
260660,260660 Ibimirim,59.73,95.19,95.19,95.19,92.91,100.46,94.97,92.38,70.67,94.46,87.99
260670,260670 Ibirajuba,29.17,125.00,125.00,125.00,112.50,120.83,128.13,76.47,119.61,89.22,103.92
260680,260680 Igarassu,0.20,54.53,54.40,54.66,54.07,54.59,55.44,53.33,35.19,43.33,40.45
260690,260690 Iguaracy,4.38,118.98,119.71,118.98,116.79,116.06,109.49,109.45,86.61,96.06,93.70
260700,260700 Inajá,56.79,67.31,67.31,67.31,72.30,97.51,81.16,84.69,70.94,76.25,72.50
260710,260710 Ingazeira,11.11,142.59,142.59,142.59,151.85,127.78,137.04,98.65,87.84,98.65,97.30
260720,260720 Ipojuca,104.89,45.59,45.42,45.59,56.68,65.43,60.60,63.00,39.21,48.63,49.45
260730,260730 Ipubi,18.29,62.02,62.02,62.02,84.32,93.03,88.68,96.42,77.21,89.64,94.92
260740,260740 Itacuruba,0.00,65.91,65.91,65.91,63.64,75.00,67.05,88.24,66.18,69.12,83.82
260750,260750 Itaíba,8.79,47.27,47.27,47.27,57.27,62.42,60.30,69.77,9.89,55.65,47.18
260760,260760 Ilha de Itamaracá,0.34,61.38,61.38,61.38,73.79,66.90,66.90,70.91,24.85,55.76,54.24
260765,260765 Itambé,34.52,92.89,92.89,93.40,107.61,124.87,107.61,123.06,70.78,118.23,125.74
260770,260770 Itapetim,10.00,85.56,85.56,85.56,83.33,95.56,94.44,106.98,102.91,130.81,113.95
260775,260775 Itapissuma,28.49,70.11,70.11,71.51,67.88,94.13,86.31,78.30,79.40,85.99,86.54
260780,260780 Itaquitinga,8.96,89.55,89.55,89.55,78.11,80.10,83.58,76.55,57.52,73.45,74.78
260790,260790 Jaboatão dos Guararapes,41.49,55.20,55.15,55.65,54.96,60.88,59.01,59.93,38.81,52.04,52.52
260795,260795 Jaqueira,20.35,83.14,83.14,83.14,73.84,83.14,84.30,94.94,61.39,70.89,81.65
260800,260800 Jataúba,0.00,72.69,72.69,75.33,63.88,65.64,68.28,51.82,59.11,53.04,54.66
260805,260805 Jatobá,46.27,89.05,90.05,90.05,95.52,102.49,101.49,97.63,70.14,84.83,86.73
260810,260810 João Alfredo,52.05,85.17,85.17,85.17,82.02,84.23,90.54,83.86,88.61,96.52,98.42
260820,260820 Joaquim Nabuco,20.47,82.79,82.79,82.79,73.49,76.74,79.53,72.64,65.17,74.13,76.62
260825,260825 Jucati,7.56,70.35,70.35,70.35,68.02,76.16,76.74,62.44,47.72,68.53,71.57
260830,260830 Jupi,26.45,102.90,102.90,102.90,102.90,105.43,102.90,104.43,74.17,89.30,94.46
260840,260840 Jurema,31.82,114.65,114.65,114.65,105.56,111.11,101.01,93.69,92.72,99.51,101.94
260845,260845 Lagoa do Carro,40.09,101.29,101.29,101.29,99.14,98.28,96.98,111.35,100.87,110.92,107.86
260850,260850 Lagoa de Itaenga,15.43,80.86,80.86,80.86,85.49,92.90,86.42,97.36,75.25,84.16,85.48
260860,260860 Lagoa do Ouro,33.54,109.94,109.94,109.94,109.94,112.42,107.45,101.18,74.71,85.88,80.59
260870,260870 Lagoa dos Gatos,39.42,60.10,60.10,61.54,55.77,65.87,72.60,86.73,51.53,55.61,49.49
260875,260875 Lagoa Grande,43.28,85.48,85.48,86.56,113.98,123.39,124.19,115.36,104.17,108.33,116.41
260880,260880 Lajedo,37.16,56.27,56.27,57.03,69.42,76.30,73.70,70.61,28.30,76.83,65.47
260890,260890 Limoeiro,167.33,88.59,88.73,88.87,84.74,92.58,87.30,93.33,60.54,83.81,87.89
260900,260900 Macaparana,47.26,110.95,110.95,110.95,112.10,107.49,109.80,105.37,84.75,111.30,116.38
260910,260910 Machados,14.29,79.67,79.67,80.22,102.20,105.49,108.24,104.43,81.77,96.06,98.52
260915,260915 Manari,58.89,58.54,58.89,59.58,61.67,75.96,66.90,71.80,53.76,55.26,50.00
260920,260920 Maraial,26.06,82.42,82.42,82.42,79.39,78.79,80.00,62.90,75.57,66.97,71.49
260930,260930 Mirandiba,4.17,92.92,92.92,92.92,88.75,93.33,96.25,94.96,17.44,83.33,82.56
260940,260940 Moreno,11.03,70.25,70.25,70.81,65.22,71.37,71.79,70.21,38.70,61.30,50.93
260950,260950 Nazaré da Mata,630.22,58.03,58.03,58.03,73.62,74.34,75.30,80.75,72.25,81.25,89.25
260960,260960 Olinda,86.20,87.07,87.03,87.05,84.26,93.46,86.93,90.62,43.74,69.17,78.30
260970,260970 Orobó,11.58,81.08,81.08,81.08,78.38,66.41,74.13,70.88,34.10,91.57,74.33
260980,260980 Orocó,40.86,100.00,100.00,100.00,101.43,101.43,104.66,100.71,85.51,91.52,90.46
260990,260990 Ouricuri,201.89,85.07,85.07,85.07,80.53,86.77,82.80,86.07,49.54,79.43,79.15
261000,261000 Palmares,334.31,76.97,76.73,77.56,74.15,76.73,76.85,61.60,45.63,53.80,58.03
261010,261010 Palmeirina,5.10,29.59,29.59,29.59,32.65,31.63,37.76,30.69,42.57,26.73,11.88
261020,261020 Panelas,20.83,72.12,71.47,71.79,65.06,79.17,78.85,72.01,67.30,73.58,61.95
261030,261030 Paranatama,11.34,59.28,59.28,59.28,57.22,71.13,63.92,70.85,47.24,74.87,77.39
261040,261040 Parnamirim,16.50,88.55,88.55,88.55,85.86,91.92,92.59,101.32,36.75,100.33,93.05
261050,261050 Passira,47.73,55.81,55.81,55.81,60.35,61.11,60.35,60.22,58.87,61.29,62.90
261060,261060 Paudalho,20.69,87.51,87.51,87.51,90.29,92.72,90.64,96.09,62.47,93.89,93.28
261070,261070 Paulista,13.01,36.43,36.30,36.33,35.86,43.23,43.89,46.70,24.69,33.43,36.02
261080,261080 Pedra,27.41,87.35,87.05,87.05,79.52,92.17,72.29,81.29,65.34,87.42,87.73
261090,261090 Pesqueira,54.91,58.90,58.90,58.90,58.36,60.52,58.14,63.62,33.01,52.07,54.68
261100,261100 Petrolândia,81.54,59.46,59.76,59.76,63.69,78.82,65.51,66.28,47.92,62.70,65.14
261110,261110 Petrolina,85.54,76.87,76.86,76.95,86.91,91.81,89.73,91.59,77.51,83.07,83.61
261120,261120 Poção,18.29,87.20,87.20,87.20,84.15,82.93,86.59,116.54,84.21,99.25,105.26
261130,261130 Pombos,2.39,28.65,28.65,29.18,36.60,38.99,34.75,37.65,19.07,30.81,27.63
261140,261140 Primavera,10.00,40.00,40.00,40.59,40.59,52.94,50.59,51.72,17.82,39.08,31.03
261150,261150 Quipapá,2.93,38.08,38.08,38.08,37.66,33.89,39.33,46.55,18.55,34.18,16.73
261153,261153 Quixaba,0.00,99.10,99.10,99.10,87.39,96.40,81.08,96.12,53.40,84.47,86.41
261160,261160 Recife,178.03,80.23,80.23,80.38,79.40,86.16,80.91,85.68,45.93,72.33,72.45
261170,261170 Riacho das Almas,0.00,22.99,22.99,22.99,43.10,45.11,43.97,44.01,45.95,35.92,39.81
261180,261180 Ribeirão,40.70,95.84,95.84,95.84,87.75,94.09,93.87,79.61,64.38,56.65,64.59
261190,261190 Rio Formoso,32.52,97.55,97.55,97.85,87.73,107.67,100.00,82.35,81.73,84.21,94.43
261200,261200 Sairé,28.79,71.21,68.94,69.70,62.88,61.36,46.21,64.57,32.28,49.61,32.28
261210,261210 Salgadinho,48.65,101.35,101.35,101.35,104.05,98.65,100.00,136.36,122.73,140.91,134.85
261220,261220 Salgueiro,214.11,102.04,102.04,101.95,96.98,100.49,97.96,103.20,74.47,95.15,92.52
261230,261230 Saloá,22.04,106.45,106.45,106.99,109.14,113.44,109.68,116.58,86.10,128.34,120.32
261240,261240 Sanharó,15.25,75.25,75.25,75.25,70.51,77.97,76.95,82.31,58.48,71.84,81.23
261245,261245 Santa Cruz,12.21,99.53,99.53,99.53,98.12,104.23,101.41,89.80,50.61,77.55,80.41
261247,261247 Santa Cruz da Baixa Verde,5.16,132.26,132.26,132.26,126.45,125.16,129.68,102.99,70.15,94.53,90.55
261250,261250 Santa Cruz do Capibaribe,74.96,66.69,66.62,66.76,81.63,90.34,83.02,83.43,61.07,66.79,59.81
261255,261255 Santa Filomena,15.98,93.49,93.49,93.49,83.43,84.62,78.11,93.30,41.75,78.35,78.87
261260,261260 Santa Maria da Boa Vista,50.78,79.55,79.69,79.69,88.01,96.47,89.00,92.99,67.67,79.97,84.69
261270,261270 Santa Maria do Cambucá,40.70,67.84,67.84,68.34,76.88,87.44,85.93,75.94,31.60,54.25,59.43
261280,261280 Santa Terezinha,18.45,115.53,115.53,115.53,107.77,100.97,99.03,100.00,51.45,86.96,84.06
261290,261290 São Benedito do Sul,28.85,88.46,88.46,88.46,80.13,93.59,86.54,98.60,84.62,89.51,95.10
261300,261300 São Bento do Una,47.42,71.57,71.57,71.57,79.25,88.05,84.40,87.24,73.66,83.13,81.34
261310,261310 São Caitano,48.15,97.08,96.88,97.08,102.14,104.48,101.56,90.74,79.25,78.04,81.48
261320,261320 São João,30.41,78.68,78.68,78.68,89.03,100.94,100.63,91.45,88.32,93.16,92.59
261330,261330 São Joaquim do Monte,21.90,90.85,90.85,90.85,85.29,91.18,84.97,102.55,73.09,115.27,88.00
261340,261340 São José da Coroa Grande,25.09,94.46,94.46,95.57,95.94,101.85,100.37,71.76,68.11,75.42,77.74
261350,261350 São José do Belmonte,13.09,64.14,64.14,64.14,63.57,64.52,67.55,63.00,23.40,49.40,56.80
261360,261360 São José do Egito,81.50,122.75,122.75,122.75,110.00,108.50,113.00,113.04,99.52,109.18,106.76
261370,261370 São Lourenço da Mata,11.51,16.84,16.84,16.84,15.92,21.51,21.45,15.23,16.20,17.93,17.16
261380,261380 São Vicente Ferrer,19.12,103.59,103.59,103.59,100.00,102.39,103.19,110.89,52.92,93.39,105.06
261390,261390 Serra Talhada,165.62,103.15,103.15,103.61,101.57,97.77,94.55,104.12,95.28,96.48,97.81
261400,261400 Serrita,07.06,96.28,96.28,96.28,90.71,97.77,94.80,105.28,71.95,98.78,96.75
261410,261410 Sertânia,28.89,69.78,69.78,69.78,86.44,85.33,85.33,79.23,67.63,80.92,84.06
261420,261420 Sirinhaém,8.27,50.00,50.00,50.00,49.82,53.06,53.60,54.67,46.21,53.79,52.38
261430,261430 Moreilândia,10.08,125.21,125.21,125.21,133.61,147.90,149.58,105.84,52.60,91.56,98.05
261440,261440 Solidão,02.06,113.40,113.40,114.43,101.03,109.28,109.28,125.00,101.25,110.00,103.75
261450,261450 Surubim,64.69,91.99,91.99,92.10,90.36,93.38,91.99,92.40,70.51,82.72,82.14
261460,261460 Tabira,07.04,74.88,74.88,74.88,87.09,84.04,81.69,93.46,66.88,77.56,82.79
261470,261470 Tacaimbó,36.65,72.25,72.25,74.35,88.48,103.14,101.57,87.86,70.52,72.83,86.71
261480,261480 Tacaratu,42.38,77.81,77.81,77.81,72.52,82.45,78.48,90.35,71.70,79.10,81.99
261485,261485 Tamandaré,24.52,36.30,36.30,36.30,75.00,76.44,74.28,81.00,53.92,61.76,66.51
261500,261500 Taquaritinga do Norte,63.51,77.59,77.59,77.59,88.22,101.15,101.72,95.49,59.15,76.06,80.85
261510,261510 Terezinha,26.44,103.45,103.45,103.45,113.79,121.84,111.49,98.45,52.71,72.87,72.87
261520,261520 Terra Nova,11.61,118.75,118.75,118.75,110.71,115.18,107.14,102.05,81.51,110.96,108.90
261530,261530 Timbaúba,23.03,111.36,111.36,111.36,106.94,104.26,105.68,105.11,93.83,100.00,100.60
261540,261540 Toritama,8.31,9.30,9.30,9.30,11.13,15.49,12.82,11.73,7.87,8.15,12.59
261550,261550 Tracunhaém,40.39,100.99,100.99,100.99,97.04,94.09,92.61,101.08,68.11,84.86,93.51
261560,261560 Trindade,39.56,45.79,45.79,45.79,75.25,86.20,81.99,83.51,48.92,65.95,64.87
261570,261570 Triunfo,5.71,104.00,104.00,104.00,101.14,101.14,94.86,93.68,61.58,89.47,90.00
261580,261580 Tupanatinga,50.00,104.73,104.73,105.41,98.99,99.32,100.34,98.52,83.43,96.15,95.27
261590,261590 Tuparetama,35.82,113.43,113.43,114.18,108.96,104.48,102.99,117.65,21.85,77.31,77.31
261600,261600 Venturosa,74.05,90.46,90.46,90.46,83.97,92.75,85.88,81.40,84.56,91.93,93.33
261610,261610 Verdejante,4.83,91.03,91.03,91.03,88.28,90.34,82.76,97.01,59.70,89.55,88.06
261618,261618 Vertente do Lério,43.86,111.40,111.40,111.40,106.14,100.88,100.88,119.42,94.17,108.74,101.94
261620,261620 Vertentes,2.33,48.67,48.67,51.00,45.67,59.33,50.33,60.14,34.97,46.85,50.35
261630,261630 Vicência,23.14,92.03,92.03,92.03,95.63,88.17,89.72,102.36,86.13,101.57,106.81
261640,261640 Vitória de Santo Antão,141.42,80.15,80.09,80.09,79.26,80.66,78.90,88.71,49.95,75.88,78.17
261650,261650 Xexéu,4.69,21.60,21.60,22.54,19.25,23.47,32.39,25.70,21.03,21.03,13.55
270010,270010 Água Branca,55.15,98.53,98.16,98.16,82.72,93.38,86.76,97.50,52.81,66.88,82.19
270020,270020 Anadia,69.12,70.59,70.59,70.59,72.55,70.10,70.59,79.90,47.55,95.10,68.63
270030,270030 Arapiraca,70.03,67.91,67.91,67.94,65.72,72.15,66.42,80.21,54.07,78.24,70.31
270040,270040 Atalaia,51.60,52.67,51.78,52.31,47.33,52.49,47.69,50.25,31.36,35.80,34.98
270050,270050 Barra de Santo Antônio,31.03,60.69,60.00,60.00,52.07,61.03,52.07,70.92,55.32,51.42,48.94
270060,270060 Barra de São Miguel,64.03,81.29,81.29,81.29,81.29,87.05,84.89,55.56,32.72,67.90,75.31
270070,270070 Batalha,47.81,82.87,82.87,84.06,70.92,80.88,80.48,83.45,62.59,62.95,65.83
270080,270080 Belém,83.33,126.67,126.67,127.78,123.33,72.22,74.44,58.23,81.01,73.42,69.62
270090,270090 Belo Monte,97.80,118.68,117.58,117.58,104.40,120.88,120.88,81.52,84.78,83.70,95.65
270100,270100 Boca da Mata,79.17,88.54,88.54,88.89,85.76,89.93,90.97,92.79,71.16,76.49,85.27
270110,270110 Branquinha,100.00,100.58,100.58,101.73,94.80,106.94,99.42,85.33,73.37,80.43,83.70
270120,270120 Cacimbinhas,21.74,95.65,95.65,95.65,85.71,101.86,89.44,96.43,59.52,91.67,81.55
270130,270130 Cajueiro,54.10,58.36,58.03,58.03,55.74,69.51,61.64,88.60,36.48,57.65,33.55
270135,270135 Campestre,78.43,99.02,99.02,99.02,91.18,102.94,94.12,132.97,97.80,104.40,114.29
270140,270140 Campo Alegre,67.43,86.78,86.78,86.78,87.55,91.19,81.80,92.20,32.16,75.44,80.90
270150,270150 Campo Grande,10.40,94.40,93.60,93.60,84.80,76.00,72.00,68.35,69.78,69.06,71.22
